AGE;MODEL;DEALERSHIP;CUSTOMER_TYPE;USER_CUSTOMISED;COUNTRY;GEO_TYPE;FAULT_TYPE;OBJECT_COUNT;EVENT_COUNT;EVENT_RATE;AGGREGATION_LEVEL;SUBSET_TYPE;SIGNIFICANCE
In Warranty;*;*;*;*;Spain;Suburban;Turbo Charger;42903;229;5,337622078;4;singleton;0
In Warranty;Opal;*;*;*;France;*;Turbo Charger;18782;227;12,08603983;4;maximal;0
In Warranty;*;Franchise;*;*;*;Urban;Spark Plugs;43848;227;5,176975005;4;singleton;1
*;Hopper;*;*;Unknown;*;Urban;Gearbox;70226;227;3,232421041;4;maximal;0
*;*;Re-Import;*;Unknown;*;Suburban;Turbo Charger;113651;227;1,997342742;4;maximal;0
*;*;*;Other;Unknown;*;Urban;Gearbox;70226;227;3,232421041;4;maximal;0
*;*;Branch;*;*;Spain;Super Rural;Turbo Charger;86524;227;2,623549535;4;singleton;0
In Warranty;*;Dodgy Dealer;Other;*;*;*;Spark Plugs;117914;226;1,916651119;4;minimal;0
*;Ultima;*;Corporate;Unknown;*;*;Break Fluid;137665;226;1,641666364;4;minimal;1
*;Ultima;*;Corporate;Unknown;*;*;Turbo Charger;137665;225;1,634402354;4;minimal;0
*;*;*;Other;*;Germany;Super Urban;Gearbox;81990;225;2,744237102;4;singleton;0
*;*;*;Other;*;Holland;Rural;Gearbox;85915;225;2,618867485;4;singleton;0
*;*;*;Private;*;United Kingdom;Urban;Turbo Charger;120769;225;1,863060885;4;singleton;0
*;Hopper;*;Other;*;Belgium;*;Gearbox;83127;224;2,694672008;4;minimal;0
*;Ultima;*;*;Unknown;United Kingdom;*;Turbo Charger;120118;224;1,864832914;4;singleton;0
In Warranty;*;Franchise;*;*;*;Suburban;Break Fluid;108209;224;2,070068109;4;singleton;0
*;Lamura;Re-Import;*;*;*;Very Rural;Turbo Charger;111514;224;2,008716394;4;maximal;0
*;Lamura;*;*;*;Portugal;Village;Turbo Charger;137433;224;1,629885108;4;maximal;0
*;*;*;Other;*;Germany;Suburban;Gearbox;85513;224;2,619484757;4;singleton;0
In Warranty;*;*;Other;*;*;Rural;Gearbox;21646;223;10,30213434;4;minimal;1
*;Hopper;*;Other;*;*;Village;Gearbox;101148;223;2,204690157;4;minimal;0
*;*;*;Other;*;United Kingdom;Rural;Gearbox;95809;223;2,327547516;4;singleton;0
In Warranty;*;Branch;*;*;United Kingdom;*;Turbo Charger;28067;222;7,909644779;4;singleton;1
*;Eleganz;*;*;*;Spain;Rural;Gearbox;70405;222;3,153185143;4;maximal;0
*;*;Branch;Corporate;*;*;Rural;Turbo Charger;129360;221;1,708410637;4;singleton;0
*;Opal;*;*;*;Austria;Village;Turbo Charger;121903;221;1,812916827;4;maximal;0
*;*;*;Private;Unknown;United Kingdom;*;Turbo Charger;115589;219;1,894643954;4;maximal;0
*;Eleganz;*;*;*;Germany;Super Urban;Gearbox;78717;218;2,769414485;4;maximal;0
In Warranty;Hopper;Franchise;*;*;*;*;Gearbox;26174;216;8,252464278;4;maximal;0
*;*;Franchise;*;N;*;Very Rural;Turbo Charger;116305;216;1,857185848;4;singleton;0
*;Opal;*;*;*;United Kingdom;Rural;Turbo Charger;110027;216;1,963154498;4;maximal;0
In Warranty;Opal;*;*;*;United Kingdom;*;Turbo Charger;25610;215;8,395158141;4;maximal;0
In Warranty;*;*;*;*;Switzerland;Suburban;Gearbox;42966;215;5,003956617;4;maximal;0
*;*;Re-Import;*;*;Portugal;Village;Turbo Charger;110420;215;1,947111031;4;singleton;1
In Warranty;Eleganz;Dodgy Dealer;*;*;*;*;Spark Plugs;85307;214;2,508586634;4;maximal;0
In Warranty;*;Dodgy Dealer;*;N;*;*;Spark Plugs;85840;214;2,493010252;4;maximal;0
*;Hopper;*;Other;*;Germany;*;Gearbox;56159;213;3,792802578;4;minimal;0
*;Eleganz;*;*;*;Holland;Rural;Gearbox;82857;213;2,570694087;4;maximal;0
*;Hopper;*;Other;*;*;Village;Break Fluid;101148;212;2,095938625;4;singleton;0
*;Opal;*;Private;*;*;Super Urban;Turbo Charger;75195;212;2,819336392;4;maximal;0
*;Eleganz;*;*;*;Holland;Urban;Gearbox;58576;212;3,619229719;4;maximal;0
*;*;*;*;N;Holland;Urban;Gearbox;130089;212;1,629653545;4;maximal;0
In Warranty;Lamura;*;*;*;*;Urban;Turbo Charger;15374;211;13,72446988;4;maximal;0
In Warranty;*;*;*;N;*;Urban;Exhaust;109183;211;1,932535285;4;singleton;1
In Warranty;*;*;*;*;Holland;Suburban;Turbo Charger;47018;211;4,48764303;4;singleton;0
*;Eleganz;*;*;*;United Kingdom;Rural;Gearbox;93307;211;2,26135231;4;maximal;0
*;Ultima;*;*;*;Spain;Village;Turbo Charger;69133;211;3,052088004;4;singleton;1
*;*;Franchise;*;*;Spain;Village;Gearbox;83558;211;2,525192082;4;maximal;0
*;*;Dodgy Dealer;*;*;Spain;Village;Gearbox;95714;211;2,204484192;4;maximal;0
*;*;Branch;*;Unknown;United Kingdom;*;Turbo Charger;111685;210;1,880288311;4;maximal;0
*;Hopper;*;Other;*;Holland;*;Gearbox;76177;208;2,730482954;4;minimal;0
*;Opal;*;*;*;Switzerland;Super Rural;Turbo Charger;62574;208;3,324064308;4;maximal;0
*;Lamura;Franchise;*;N;*;*;Turbo Charger;101053;206;2,038534235;4;minimal;1
Out of Warranty;Ultima;*;*;*;United Kingdom;*;Turbo Charger;124304;205;1,649182649;4;singleton;1
*;Opal;Franchise;*;*;*;Very Rural;Turbo Charger;71677;205;2,860052737;4;maximal;0
In Warranty;*;*;*;*;Portugal;Suburban;Turbo Charger;53727;205;3,815586204;4;singleton;1
In Warranty;Hopper;Dodgy Dealer;*;*;*;*;Gearbox;32607;204;6,256325329;4;maximal;0
In Warranty;*;*;*;*;Belgium;Urban;Turbo Charger;25608;204;7,966260544;4;singleton;1
*;Opal;*;*;*;France;Village;Turbo Charger;77755;203;2,610764581;4;maximal;0
In Warranty;Eleganz;*;*;*;*;Rural;Gearbox;17882;201;11,24035343;4;maximal;0
In Warranty;*;*;*;N;*;Rural;Gearbox;48509;201;4,143560989;4;maximal;0
*;*;Re-Import;Corporate;*;*;Very Rural;Turbo Charger;78013;200;2,563675285;4;singleton;0
In Warranty;*;*;*;*;Switzerland;Suburban;Turbo Charger;42966;200;4,654843365;4;singleton;0
In Warranty;Ultima;Re-Import;*;*;*;*;Break Fluid;24784;199;8,02937379;4;singleton;1
*;*;Re-Import;Corporate;*;United Kingdom;*;Turbo Charger;121323;199;1,640249582;4;singleton;0
In Warranty;*;*;*;*;Belgium;Urban;Gearbox;25608;199;7,77100906;4;maximal;0
In Warranty;*;Franchise;*;Y;*;*;Gearbox;25123;197;7,841420213;4;maximal;0
In Warranty;Ultima;*;*;*;*;Village;Break Fluid;29264;197;6,731820667;4;singleton;0
*;Opal;*;Corporate;*;*;Rural;Turbo Charger;96692;197;2,037397096;4;maximal;0
*;Eleganz;*;*;*;Germany;Suburban;Gearbox;76374;197;2,579411842;4;maximal;0
In Warranty;*;Re-Import;Private;*;*;*;Spark Plugs;105458;196;1,858559806;4;singleton;0
*;Opal;Branch;*;*;*;Super Urban;Turbo Charger;81647;196;2,400578098;4;maximal;0
*;Ultima;*;*;Unknown;*;Very Rural;Turbo Charger;88035;196;2,226387232;4;minimal;0
*;*;Franchise;*;*;France;Urban;Gearbox;78189;196;2,506746473;4;maximal;0
*;*;*;*;N;Portugal;Super Rural;Turbo Charger;78734;196;2,489394671;4;singleton;0
Out of Warranty;*;*;Other;*;*;Super Urban;Gearbox;88670;195;2,199165445;4;singleton;0
*;*;Branch;*;*;Switzerland;Super Rural;Turbo Charger;60502;195;3,223033949;4;maximal;0
In Warranty;*;*;*;N;*;Very Rural;Break Pad;50885;194;3,812518424;4;singleton;0
*;Hopper;*;Other;*;*;Urban;Break Fluid;101271;194;1,915652062;4;minimal;0
*;*;Re-Import;*;Unknown;*;Suburban;Break Fluid;113651;194;1,706980141;4;singleton;1
*;*;*;*;N;France;Very Rural;Turbo Charger;73509;194;2,639132623;4;singleton;0
*;*;*;Private;*;Austria;Urban;Turbo Charger;93149;193;2,071949243;4;singleton;0
In Warranty;Opal;*;*;*;*;Very Rural;Break Pad;37876;192;5,069173091;4;maximal;0
In Warranty;*;Branch;*;*;*;Urban;Break Pad;48028;192;3,997668027;4;singleton;1
In Warranty;Hopper;*;*;Unknown;*;*;Gearbox;33316;191;5,73298115;4;maximal;0
In Warranty;*;*;Other;Unknown;*;*;Gearbox;33317;191;5,732809076;4;maximal;0
*;Ultima;Branch;*;*;*;Very Rural;Turbo Charger;87097;191;2,192957278;4;singleton;0
*;*;Branch;*;*;United Kingdom;Urban;Turbo Charger;112525;191;1,697400578;4;singleton;1
In Warranty;*;*;*;Y;*;Suburban;Turbo Charger;38914;190;4,882561546;4;maximal;0
*;Lamura;*;Corporate;*;*;Very Rural;Turbo Charger;103763;190;1,831095863;4;maximal;0
*;*;Re-Import;*;*;Germany;Super Urban;Turbo Charger;111090;190;1,710324962;4;singleton;0
Out of Warranty;Eleganz;*;*;*;*;Super Urban;Gearbox;85827;189;2,202104233;4;maximal;0
In Warranty;*;*;*;*;Austria;Suburban;Turbo Charger;47726;189;3,960105603;4;singleton;1
*;*;*;Private;*;Holland;Urban;Turbo Charger;67824;189;2,786624204;4;singleton;0
In Warranty;Hopper;*;*;*;*;Suburban;Engine Control;35148;188;5,348810743;4;maximal;0
In Warranty;Ultima;*;*;*;*;Urban;Turbo Charger;26706;188;7,039616566;4;singleton;0
*;*;*;Other;*;Austria;Rural;Gearbox;72518;188;2,592459803;4;singleton;0
In Warranty;Ultima;*;*;*;*;Village;Turbo Charger;29264;187;6,390103882;4;singleton;0
In Warranty;*;Branch;*;*;*;Village;Break Pad;49283;187;3,794411866;4;singleton;1
*;Hopper;Dodgy Dealer;*;*;*;Urban;Gearbox;49706;187;3,762121273;4;maximal;0
In Warranty;Ultima;*;*;*;Belgium;*;Turbo Charger;22188;186;8,382909681;4;singleton;1
*;Hopper;*;Other;*;France;*;Gearbox;71406;186;2,604823124;4;minimal;0
In Warranty;*;*;*;Y;*;Suburban;Engine Control;38914;186;4,779770777;4;singleton;1
*;*;*;Private;Unknown;*;Very Rural;Turbo Charger;83741;186;2,221134211;4;maximal;0
*;*;Branch;*;*;France;Rural;Turbo Charger;72240;186;2,574750831;4;singleton;0
*;*;*;*;Unknown;Spain;Village;Turbo Charger;72871;186;2,552455709;4;maximal;0
*;*;Re-Import;*;*;Spain;Very Rural;Turbo Charger;62352;185;2,967025917;4;singleton;0
Out of Warranty;*;*;*;*;Portugal;Super Rural;Turbo Charger;79432;184;2,316446772;4;singleton;0
In Warranty;*;*;Private;*;*;Urban;Break Pad;59615;183;3,069697224;4;singleton;1
*;Opal;*;*;*;France;Urban;Turbo Charger;76290;183;2,398741644;4;maximal;0
*;*;*;Other;*;Portugal;Urban;Gearbox;80812;183;2,264515171;4;singleton;0
In Warranty;*;Branch;*;*;Holland;*;Break Pad;41276;182;4,409341991;4;singleton;0
In Warranty;*;*;*;N;Germany;*;Spark Plugs;54429;182;3,343805692;4;singleton;1
*;Hopper;*;Other;*;Spain;*;Gearbox;69506;182;2,61847898;4;minimal;0
Out of Warranty;*;*;*;*;France;Very Rural;Turbo Charger;72958;182;2,494585926;4;singleton;0
*;*;*;Corporate;*;Belgium;Urban;Turbo Charger;96900;182;1,878224974;4;singleton;0
*;*;Franchise;Private;*;Spain;*;Turbo Charger;61275;181;2,953896369;4;singleton;1
In Warranty;*;*;Private;*;*;Village;Break Fluid;58111;181;3,114728709;4;maximal;0
*;Ultima;*;Private;*;*;Very Rural;Break Fluid;98741;181;1,833078458;4;singleton;0
*;Eleganz;*;*;*;Portugal;Urban;Gearbox;76968;180;2,338634238;4;maximal;0
In Warranty;*;Franchise;*;*;United Kingdom;*;Gearbox;18148;179;9,863345823;4;maximal;0
In Warranty;Lamura;*;*;N;*;*;Spark Plugs;86892;178;2,048520002;4;minimal;0
In Warranty;*;Dodgy Dealer;*;*;France;*;Gearbox;14814;178;12,01566086;4;maximal;0
In Warranty;*;Re-Import;*;*;Belgium;*;Turbo Charger;15899;178;11,19567268;4;singleton;1
*;Eleganz;*;*;*;Austria;Rural;Gearbox;69535;178;2,55986194;4;maximal;0
*;Hopper;*;*;*;Germany;Urban;Gearbox;45110;178;3,945909998;4;maximal;0
*;*;Re-Import;*;*;Spain;Village;Turbo Charger;88925;178;2,001686815;4;singleton;0
In Warranty;*;Re-Import;*;*;Germany;*;Turbo Charger;15600;177;11,34615385;4;singleton;1
*;*;*;Other;*;Belgium;Village;Gearbox;78244;177;2,262154287;4;singleton;0
In Warranty;*;Re-Import;Private;*;*;*;Break Fluid;105458;176;1,668910846;4;singleton;1
In Warranty;*;Branch;*;*;Spain;*;Break Pad;42139;176;4,176653456;4;singleton;0
In Warranty;*;*;*;N;*;Super Rural;Turbo Charger;20085;176;8,762758277;4;singleton;0
*;*;Dodgy Dealer;*;*;Austria;Village;Gearbox;76046;176;2,314388659;4;maximal;0
*;*;Dodgy Dealer;*;Unknown;*;Urban;Gearbox;49024;175;3,569680157;4;maximal;0
*;*;Franchise;*;*;Holland;Village;Gearbox;82728;175;2,115366019;4;maximal;0
*;*;*;Private;*;Portugal;Super Rural;Turbo Charger;70853;175;2,469902474;4;singleton;0
Out of Warranty;Lamura;Franchise;*;*;*;*;Turbo Charger;97932;174;1,776743046;4;maximal;0
*;Lamura;*;*;*;Spain;Very Rural;Turbo Charger;71463;174;2,434826414;4;maximal;0
*;Opal;*;*;*;France;Rural;Turbo Charger;60260;174;2,887487554;4;maximal;0
*;Hopper;*;Other;*;Portugal;*;Gearbox;83752;173;2,065622313;4;minimal;0
In Warranty;*;*;Private;*;*;Village;Break Pad;58111;173;2,977061142;4;singleton;1
In Warranty;Opal;Re-Import;*;*;*;*;Air Conditioning;81324;172;2,114996803;4;maximal;0
In Warranty;*;Dodgy Dealer;*;Unknown;*;*;Gearbox;30371;172;5,663297224;4;maximal;0
In Warranty;*;Dodgy Dealer;*;*;*;Village;Gearbox;17882;172;9,618610894;4;maximal;0
In Warranty;Opal;Re-Import;*;*;*;*;Spark Plugs;81324;171;2,10270031;4;maximal;0
In Warranty;*;*;Private;*;Holland;*;Break Pad;48210;171;3,546981954;4;singleton;0
In Warranty;*;*;Corporate;*;*;Urban;Turbo Charger;16603;171;10,29934349;4;singleton;1
In Warranty;*;Dodgy Dealer;*;*;Austria;*;Gearbox;14416;170;11,79245283;4;maximal;0
*;Ultima;Branch;Corporate;*;*;*;Turbo Charger;93040;170;1,827171109;4;maximal;0
*;Hopper;*;Other;*;Austria;*;Gearbox;66629;170;2,551441564;4;minimal;0
*;Hopper;*;Other;*;Belgium;*;Break Fluid;83127;170;2,045063577;4;minimal;0
*;*;Branch;Corporate;Unknown;*;*;Turbo Charger;92886;170;1,830200461;4;maximal;0
*;Opal;*;*;*;Belgium;Village;Turbo Charger;70878;170;2,398487542;4;maximal;0
In Warranty;*;Branch;*;*;Portugal;*;Break Pad;34984;169;4,830779785;4;singleton;0
In Warranty;*;Branch;*;*;Belgium;*;Break Pad;37747;169;4,477176994;4;singleton;0
In Warranty;*;*;*;N;Portugal;*;Spark Plugs;73459;169;2,300603057;4;singleton;0
In Warranty;*;*;*;N;Belgium;*;Spark Plugs;60087;169;2,812588413;4;singleton;1
*;*;Dodgy Dealer;*;*;France;Urban;Gearbox;59120;169;2,858592693;4;maximal;0
*;*;Dodgy Dealer;*;*;Switzerland;Rural;Gearbox;62155;169;2,719008929;4;maximal;0
Out of Warranty;Hopper;*;*;*;Belgium;*;Gearbox;75628;168;2,221399482;4;maximal;0
*;*;Franchise;Private;*;Holland;*;Turbo Charger;66929;168;2,510122667;4;singleton;0
*;*;Branch;*;Unknown;*;Very Rural;Turbo Charger;78110;168;2,150812956;4;maximal;0
In Warranty;*;*;Private;*;*;Super Rural;Turbo Charger;18486;167;9,033863464;4;singleton;0
*;Eleganz;*;*;*;Belgium;Village;Gearbox;71747;167;2,327623455;4;maximal;0
*;Opal;*;*;*;United Kingdom;Urban;Turbo Charger;80974;167;2,062390397;4;maximal;0
Out of Warranty;Hopper;*;*;*;*;Village;Gearbox;91478;166;1,814643958;4;maximal;0
Out of Warranty;Ultima;*;*;*;*;Very Rural;Turbo Charger;92132;166;1,801762688;4;singleton;1
In Warranty;*;Dodgy Dealer;*;*;Belgium;*;Gearbox;13173;165;12,52562059;4;maximal;0
In Warranty;*;*;Private;*;Spain;*;Break Pad;48606;165;3,394642637;4;singleton;0
In Warranty;Opal;*;*;*;*;Suburban;Exhaust;75934;165;2,172939658;4;maximal;0
*;*;*;Private;*;France;Very Rural;Turbo Charger;59081;165;2,792776019;4;singleton;0
Out of Warranty;Hopper;*;*;*;Germany;*;Gearbox;51269;164;3,198814098;4;maximal;0
In Warranty;*;Branch;*;*;Austria;*;Break Pad;34127;164;4,80557916;4;singleton;0
In Warranty;*;Branch;*;*;Switzerland;*;Break Pad;37911;164;4,325921237;4;singleton;0
*;Hopper;*;Other;*;Switzerland;*;Gearbox;73387;164;2,234728222;4;minimal;0
*;*;Re-Import;Corporate;*;*;Rural;Turbo Charger;90361;164;1,814942287;4;singleton;0
*;Hopper;*;Other;*;Holland;*;Break Fluid;76177;162;2,126626147;4;minimal;0
In Warranty;*;Branch;*;*;*;Rural;Break Pad;31388;162;5,161208105;4;singleton;1
*;*;Branch;*;*;Holland;Urban;Turbo Charger;60160;162;2,692819149;4;singleton;0
*;*;Franchise;*;*;Austria;Village;Gearbox;78840;162;2,054794521;4;maximal;0
*;*;*;Other;*;Belgium;Rural;Gearbox;55058;162;2,942351702;4;singleton;0
In Warranty;*;Re-Import;*;*;Portugal;*;Turbo Charger;19821;160;8,072246607;4;singleton;0
In Warranty;*;*;*;N;France;*;Spark Plugs;59489;160;2,689572862;4;singleton;1
In Warranty;*;*;*;N;Switzerland;*;Spark Plugs;64520;160;2,479851209;4;singleton;0
In Warranty;*;*;*;*;Germany;Urban;Spark Plugs;55081;160;2,904812912;4;singleton;0
*;Eleganz;*;*;*;Belgium;Rural;Gearbox;53077;160;3,014488385;4;maximal;0
In Warranty;*;*;Private;*;Belgium;*;Break Pad;44135;159;3,602582984;4;singleton;0
*;Lamura;*;*;*;Holland;Rural;Turbo Charger;67890;159;2,342023862;4;maximal;0
*;*;Re-Import;*;*;Holland;Very Rural;Turbo Charger;54365;159;2,924675802;4;singleton;1
*;*;Branch;*;*;Austria;Urban;Turbo Charger;87455;158;1,806643417;4;singleton;1
In Warranty;*;*;Private;*;Portugal;*;Break Pad;45921;157;3,418915093;4;maximal;0
*;Opal;Franchise;*;*;Spain;*;Turbo Charger;51966;157;3,021206173;4;maximal;0
*;*;Franchise;Private;*;*;Urban;Turbo Charger;69755;157;2,250734714;4;singleton;0
*;*;Dodgy Dealer;*;*;Holland;Village;Gearbox;76818;157;2,04379182;4;maximal;0
*;*;*;Other;*;Switzerland;Urban;Gearbox;68705;157;2,285132086;4;singleton;0
In Warranty;*;Dodgy Dealer;*;*;Holland;*;Gearbox;11696;156;13,3378933;4;maximal;0
In Warranty;*;*;Private;*;Switzerland;*;Break Pad;45933;156;3,396251061;4;maximal;0
*;*;Branch;Corporate;*;*;Super Rural;Turbo Charger;65669;156;2,375550107;4;singleton;0
*;*;*;Private;*;Portugal;Urban;Turbo Charger;74287;156;2,099963654;4;singleton;0
In Warranty;Ultima;*;*;*;Belgium;*;Break Fluid;22188;155;6,985758067;4;singleton;1
*;*;Franchise;Private;*;Switzerland;*;Turbo Charger;70079;155;2,211789552;4;singleton;0
*;*;Branch;*;*;Portugal;Super Rural;Turbo Charger;57964;155;2,674073563;4;singleton;0
Out of Warranty;Hopper;*;*;*;Holland;*;Gearbox;69693;154;2,209691074;4;maximal;0
In Warranty;*;Dodgy Dealer;*;*;Germany;*;Gearbox;10534;154;14,61932789;4;maximal;0
In Warranty;Ultima;*;*;*;*;Urban;Break Fluid;26706;154;5,766494421;4;singleton;0
In Warranty;*;Franchise;Private;*;*;*;Turbo Charger;14964;153;10,22453889;4;singleton;0
In Warranty;*;Re-Import;*;Unknown;*;*;Break Fluid;19949;153;7,669557371;4;maximal;0
In Warranty;*;*;*;N;Holland;*;Spark Plugs;60560;153;2,526420079;4;singleton;0
*;Hopper;*;*;Unknown;*;Village;Gearbox;73183;153;2,090649468;4;maximal;0
*;*;*;Other;Unknown;*;Village;Gearbox;73186;153;2,090563769;4;maximal;0
*;Ultima;*;*;*;United Kingdom;Suburban;Turbo Charger;74532;153;2,052809531;4;singleton;0
*;Ultima;*;*;*;Holland;Village;Turbo Charger;69288;153;2,208174576;4;singleton;0
In Warranty;*;*;Private;*;Austria;*;Break Pad;42454;152;3,580345786;4;singleton;0
In Warranty;*;*;Private;*;*;Rural;Break Pad;37511;152;4,052144704;4;maximal;0
*;Hopper;*;*;Unknown;Holland;*;Gearbox;54215;151;2,785207046;4;maximal;0
*;*;*;Other;Unknown;Holland;*;Gearbox;54215;151;2,785207046;4;maximal;0
*;Lamura;*;*;*;Holland;Very Rural;Turbo Charger;65557;151;2,303339079;4;maximal;0
In Warranty;Ultima;*;*;*;Holland;*;Turbo Charger;22226;150;6,748852695;4;singleton;0
*;Hopper;*;Other;*;France;*;Break Fluid;71406;150;2,10066381;4;minimal;0
In Warranty;*;Branch;*;*;*;Village;Break Fluid;49283;150;3,043645882;4;maximal;0
In Warranty;*;*;Private;*;*;Urban;Break Fluid;59615;150;2,516145265;4;singleton;0
*;Lamura;*;*;*;Switzerland;Very Rural;Turbo Charger;63050;150;2,379064235;4;maximal;0
*;Hopper;*;Other;*;Portugal;*;Break Fluid;83752;149;1,779061993;4;minimal;0
*;Hopper;*;*;Unknown;Belgium;*;Gearbox;57776;149;2,578925505;4;maximal;0
*;*;*;Other;Unknown;Belgium;*;Gearbox;57777;149;2,57888087;4;maximal;0
In Warranty;*;*;*;N;*;Village;Spark Plugs;76348;149;1,951590087;4;singleton;0
*;*;Franchise;*;*;United Kingdom;Village;Gearbox;72517;149;2,054690624;4;maximal;0
*;*;Franchise;Private;*;Portugal;*;Turbo Charger;78298;147;1,877442591;4;singleton;0
*;*;Franchise;Private;*;France;*;Turbo Charger;64484;147;2,279635258;4;singleton;0
*;Ultima;*;*;Unknown;*;Very Rural;Break Fluid;88035;147;1,669790424;4;singleton;0
In Warranty;*;*;Corporate;N;*;*;Exhaust;77930;146;1,873476197;4;singleton;1
In Warranty;*;*;*;Y;*;Village;Break Fluid;12108;146;12,05814338;4;singleton;0
*;Hopper;Franchise;*;*;*;Urban;Gearbox;51529;146;2,833355974;4;maximal;0
*;Hopper;Franchise;*;*;*;Village;Break Fluid;46360;146;3,149266609;4;singleton;1
*;Eleganz;*;*;*;Switzerland;Urban;Gearbox;63924;146;2,283962205;4;maximal;0
In Warranty;Opal;*;Corporate;*;*;*;Exhaust;39710;145;3,651473181;4;maximal;0
In Warranty;*;*;Private;*;Belgium;*;Break Fluid;44135;145;3,285374419;4;singleton;1
*;Lamura;Franchise;Private;*;*;*;Turbo Charger;73514;145;1,972413418;4;maximal;0
In Warranty;*;*;*;Unknown;*;Suburban;Break Pad;83052;145;1,745894139;4;maximal;0
*;Eleganz;*;*;*;France;Rural;Gearbox;48745;145;2,974664068;4;maximal;0
*;*;*;Other;*;France;Rural;Gearbox;50084;145;2,895136171;4;maximal;0
*;*;Franchise;Private;*;Belgium;*;Turbo Charger;58410;144;2,465331279;4;singleton;0
Out of Warranty;*;*;*;Unknown;*;Very Rural;Turbo Charger;83835;144;1,717659689;4;maximal;0
In Warranty;*;Re-Import;*;*;Switzerland;*;Turbo Charger;17147;143;8,339651251;4;singleton;0
In Warranty;*;*;*;N;Austria;*;Spark Plugs;67122;143;2,130449033;4;singleton;0
*;*;Franchise;Private;*;Austria;*;Turbo Charger;74808;143;1,911560261;4;singleton;0
*;Hopper;*;*;*;France;Suburban;Gearbox;55074;143;2,596506519;4;maximal;0
*;Ultima;*;*;*;Portugal;Village;Turbo Charger;72132;143;1,982476571;4;singleton;0
In Warranty;*;Dodgy Dealer;*;*;Portugal;*;Gearbox;16943;142;8,381042318;4;maximal;0
In Warranty;*;*;Other;*;Germany;*;Spark Plugs;31046;142;4,573858146;4;singleton;1
*;Lamura;Re-Import;*;*;*;Super Rural;Turbo Charger;49909;142;2,845178224;4;maximal;0
*;Ultima;Branch;*;*;*;Very Rural;Break Fluid;87097;142;1,630366143;4;singleton;1
In Warranty;*;*;*;*;United Kingdom;Suburban;Gearbox;26347;142;5,389607925;4;maximal;0
*;Hopper;*;*;*;Holland;Suburban;Gearbox;54643;142;2,598686017;4;maximal;0
*;Opal;*;*;*;Germany;Suburban;Turbo Charger;58603;142;2,423084142;4;maximal;0
*;Ultima;*;*;*;Switzerland;Village;Turbo Charger;66933;142;2,12152451;4;singleton;0
*;Opal;Franchise;*;*;Holland;*;Turbo Charger;57531;141;2,450852584;4;maximal;0
*;Hopper;*;*;Unknown;Germany;*;Gearbox;39205;141;3,596480041;4;maximal;0
*;*;*;Other;Unknown;Germany;*;Gearbox;39205;141;3,596480041;4;maximal;0
*;Opal;*;*;*;Portugal;Super Rural;Turbo Charger;58955;141;2,391654652;4;maximal;0
*;Opal;*;Corporate;*;*;Super Rural;Turbo Charger;50889;140;2,751085696;4;maximal;0
*;Opal;*;*;*;France;Very Rural;Turbo Charger;49285;140;2,840620879;4;maximal;0
Out of Warranty;Hopper;*;*;*;Portugal;*;Gearbox;75637;139;1,837724923;4;maximal;0
In Warranty;*;*;*;N;Spain;*;Spark Plugs;59843;139;2,322744515;4;singleton;0
*;*;Franchise;Private;*;*;Super Rural;Turbo Charger;38041;139;3,653952315;4;singleton;0
