"","FAULT_TYPE","rules","support","confidence","lift","itemset","improvement","rel_improvement","FAULT_COUNT","MODEL","AGE","DEALERSHIP","CUSTOMER_TYPE","USER_CUSTOMISED","COUNTRY","GEO_TYPE","COMPRESSED","OBJECT_COUNT","FAULT_RATE","AGGREGATION_LEVEL","MIN_RANK","MAX_RANK","SIMPLE_COMBI","AVG_FAULT_RATE","PS_RATIO","LIFT","CHI_SQUARE","BINOMIAL_TEST","ZHANG","row_num","SET_SIZE","min_imp_psr","min_imp_chi","min_imp_bin","min_improvement","min_improvement_adj","max_improvement","LIST_ID","classification","rules_attributes","count_neg","COMBI","suppressed"
"2640","TurboCharger","{AGE=InWarranty,MODEL=Lamura,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",8.614233e-06,0.01451169,10.10101,21941,0.003338787,0.2300757,211,"Lamura","InWarranty","*","*","N","*","NormalUrban",FALSE,14540,0.01451169,3,124349.5,165000.5,144675,1.405209514,1.12902276716357e-07,10.3270650073324,1.02030164650102e-07,42.1893757735138,0.90153512108051,6152,4,-6.36490393146216e-07,-4.780168452062e-07,-56.8212089436317,0.230075890540661,0.0988325639480974,0.907058654091977,6420,1,";10;11;14;16;1",0,0,FALSE
"2641","TurboCharger","{AGE=InWarranty,MODEL=Opal,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",2.082113e-05,0.01517496,10.56268,21942,0.004431827,0.2920487,510,"Opal","InWarranty","*","*","N","*","NormalUrban",FALSE,33608,0.01517496,3,125847.5,165547.5,145697.5,1.405209514,2.86701764936569e-07,10.7990729131941,2.60510502321152e-07,67.3879455347916,0.906570933936215,6153,4,-6.11851586367003e-07,-5.27570187859897e-07,-49.3734656807518,0.292048875252389,0.21252817692755,0.911120951883893,6421,1,";10;11;14;16;1",0,0,FALSE
"2642","TurboCharger","{AGE=InWarranty,DEALERSHIP=VWDealer,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",2.151517e-05,0.01110245,7.72797,8513,0.002063468,0.185857,527,"*","InWarranty","VWDealer","*","*","*","NormalUrban",FALSE,47467,0.01110245,4,116492,165417,140954.5,1.405209514,2.08637777587173e-07,7.90092145647115,1.82584823337258e-07,56.3999695342786,0.872290302682334,6154,3,-6.9142064062016e-07,-5.87595535607434e-07,-58.7895197934613,0.185856995528014,0.0282862107460287,0.861957946219078,6422,1,";11;12;16;1",0,0,FALSE
"2643","TurboCharger","{AGE=InWarranty,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",2.951701e-05,0.006732847,4.686464,8515,0.0003172181,0.04711501,723,"*","InWarranty","*","*","N","*","NormalUrban",FALSE,107384,0.006732847,4,99889,165225,132557,1.405209514,1.57255928950637e-07,4.79134743461465,1.24983070480438e-07,46.6057247360016,0.790083273768667,6155,3,-5.92136740911937e-07,-4.55063939375864e-07,-52.4048599811439,0.0471151356922266,-0.150553790979977,0.799678204480215,6424,1,";11;14;16;1",0,0,FALSE
"2644","TurboCharger","{AGE=InWarranty,DEALERSHIP=Re-Import,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",4.817438e-05,0.009770962,6.801175,8518,0.000655826,0.0671199,1180,"*","InWarranty","Re-Import","*","N","*","*",FALSE,120766,0.009770962,4,112654,165606,139130,1.405209514,4.03014939246509e-07,6.95338446164264,3.46765085231796e-07,77.6090135346179,0.857192845574776,6156,3,-3.46377730616065e-07,-2.33281924624506e-07,-21.4015711825276,0.0671199007835667,-0.128049389772853,0.861964871012701,6426,1,";11;12;14;1",0,0,FALSE
"2646","TurboCharger","{AGE=InWarranty,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private}=>{FAULT_TYPE=TurboCharger}",6.246339e-06,0.01231091,8.569131,8520,0.002698857,0.2192248,153,"*","InWarranty","VWFranchise","Private","*","*","*",FALSE,12428,0.01231091,4,119392,164301,141846.5,1.405209514,6.81207022680208e-08,8.76090709417158,6.03758030082018e-08,32.4555519692257,0.883750452732075,6159,3,-1.16821564836742e-06,-1.01202494180816e-06,-103.287015340483,0.219224817661732,0.0807790816092262,0.976876559084584,6429,1,";11;12;13;1",0,0,FALSE
"2647","TurboCharger","{AGE=InWarranty,MODEL=Lamura,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",2.29849e-05,0.01240553,8.634989,21958,0.0008240971,0.06642984,563,"Lamura","InWarranty","*","Private","N","*","*",FALSE,45383,0.01240553,3,120001.5,165489.5,142745.5,1.405209514,2.52841266338661e-07,8.82824224886368,2.24617410627967e-07,62.558560943671,0.885833361974332,6161,4,-9.83495084296781e-07,-8.47783334188396e-07,-73.1840063660378,0.0664300517591751,-0.128842039879581,0.891279453598516,6431,1,";10;11;13;14;1",0,0,FALSE
"2648","TurboCharger","{AGE=InWarranty,DEALERSHIP=VWDealer,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",7.903865e-05,0.01096542,7.63259,8526,0.001926439,0.1756831,1936,"*","InWarranty","VWDealer","*","N","*","*",FALSE,176555,0.01096542,4,116500,165681,141090.5,1.405209514,7.55626130529284e-07,7.8034057489309,6.63576183235045e-07,107.236412345305,0.875291969293664,6162,3,-1.44432287678049e-07,-1.06604175709648e-07,-7.95307698243532,0.175683010773869,0.0131263082507662,0.877000972146986,6432,1,";11;12;14;1",0,0,FALSE
"2664","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Germany,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",5.062393e-05,0.003094654,2.154064,22297,0.0002054496,0.06638855,1240,"Opal","*","*","*","N","Germany","NormalUrban",FALSE,400691,0.003094654,3,71194.5,164422.5,117808.5,1.405209514,8.552631939815e-08,2.20227230827018,4.74673223680197e-08,28.548515539465,0.544671351889637,6240,4,-6.81826582040551e-07,-4.20547354297854e-07,-46.399217944296,0.0663886819011108,-0.128890082270671,0.564172279033456,6513,1,";10;14;15;16;1",0,0,FALSE
"2675","TurboCharger","{DEALERSHIP=Re-Import,COUNTRY=France,GEO_TYPE=Village}=>{FAULT_TYPE=TurboCharger}",4.245878e-06,0.002201245,1.532198,8833,0.0002997204,0.1361595,104,"*","*","Re-Import","*","*","France","Village",FALSE,47246,0.002201245,4,54399,146092,100245.5,1.405209514,3.37986955722671e-09,1.56648882466932,1.22462334889572e-09,4.61901914512374,0.348014107622067,6295,3,-1.71018687997752e-07,-5.46133656258675e-08,-23.5691416542188,0.136159764133479,-0.0423784831202958,0.44467926105454,6571,1,";12;15;16;1",0,0,FALSE
"2697","TurboCharger","{AGE=InWarranty,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Germany,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",5.266521e-06,0.01823322,12.69141,59581,0.0004467966,0.02450454,129,"*","InWarranty","VWDealer","Private","N","Germany","NormalUrban",FALSE,7075,0.01823322,1,130748,164749,147748.5,1.405209514,8.86250706127392e-08,12.9754458807343,8.18185138666019e-08,37.7859901705996,0.921472706880272,6386,6,-1.1477112800227e-06,-9.90582230949761e-07,-97.9565771391091,0.0245047226984592,-0.174864947859308,0.926028644419362,6663,1,";11;12;13;14;15;16;1",0,0,FALSE
"2833","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Germany,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",9.087811e-05,0.00322139,2.242281,8676,0.0001710696,0.05310428,2226,"*","*","*","Private","*","Germany","NormalUrban",FALSE,691006,0.00322139,4,73003,165256,119129.5,1.405209514,1.65051049986561e-07,2.29246241781423,9.57550991459072e-08,40.3027541617585,0.570108710387809,6242,3,-1.01657807036153e-06,-9.05742493126325e-07,-51.1516717934248,0.053104094816213,-0.143917479647861,0.52424108847423,6515,1,";13;15;16;1",0,0,FALSE
"2834","TurboCharger","{CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Belgium,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",3.584501e-05,0.003333916,2.320605,23087,1.743181e-05,0.005228631,878,"*","*","*","Private","N","Belgium","NormalUrban",FALSE,263354,0.003333916,3,74313,164047,119180,1.405209514,6.91345032777349e-08,2.37254015631437,4.04297437660294e-08,26.4223177930085,0.575262873767739,6570,4,-1.11249461707035e-06,-9.61067848506203e-07,-65.0321081621747,0.0052286860256827,-0.194743275464866,0.595449915354796,6850,1,";13;14;15;16;1",0,0,FALSE
"2850","AirConditioning","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=Re-Import,USER_CUSTOMISED=N}=>{FAULT_TYPE=AirConditioning}",7.022028e-06,0.002135028,31.88788,16294,0.0004668117,0.2186443,172,"Opal","InWarranty","Re-Import","*","N","*","*",FALSE,80561,0.002135028,3,150155.5,164947.5,157551.5,0.066446963,1.4525633962083e-08,32.1313105009781,1.41200031392961e-08,72.0297362595241,0.971836457028223,43,4,-9.4083513779591e-09,-9.06836207929048e-09,-20.0133363887886,0.218644439323512,0.0798282394351362,0.963828727304747,47,1,";10;11;12;14;1",0,0,FALSE
"2973","BreakFluid","{AGE=InWarranty,MODEL=Ultima,CUSTOMER_TYPE=Private,COUNTRY=France}=>{FAULT_TYPE=BreakFluid}",4.654135e-06,0.007159455,38.6014,17396,5.267701e-05,0.007357684,114,"Ultima","InWarranty","*","Private","*","France","*",FALSE,15923,0.007159455,3,152801,164637,158719,0.182130167,3.24734117116345e-08,39.3095505150445,3.166790449592e-08,65.2454152587014,0.974727841194658,470,4,-2.39102928044656e-07,-2.33988657573497e-07,-123.141878842772,0.00735768295212416,-0.192575946475326,0.97438367864593,495,1,";10;11;13;15;1",0,0,FALSE
"2978","BreakFluid","{AGE=InWarranty,USER_CUSTOMISED=Y,GEO_TYPE=Village}=>{FAULT_TYPE=BreakFluid}",5.960559e-06,0.01232171,66.43459,5836,0.0006265474,0.05084904,146,"*","InWarranty","*","*","Y","*","Village",FALSE,11849,0.01232171,4,157978,165437,161707.5,0.182130167,7.23586818298066e-08,67.6533174210508,7.13236044412043e-08,97.9248950994367,0.985424292227655,548,3,-3.19175049854882e-07,-3.15236837175317e-07,-129.772412157523,0.0508484617800614,-0.14642449841106,0.982364030641851,579,1,";11;14;16;1",0,0,FALSE
"2979","BreakFluid","{AGE=InWarranty,USER_CUSTOMISED=Y,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=BreakFluid}",5.348173e-06,0.012142,65.46561,5837,0.000446829,0.03680029,131,"*","InWarranty","*","*","Y","*","NormalUrban",FALSE,10789,0.012142,4,157846,165329,161587.5,0.182130167,6.39634529243651e-08,66.6666055382248,6.30317795318079e-08,92.0588741434653,0.985158734254932,549,3,-3.27570278760324e-07,-3.23528662084713e-07,-135.638433113494,0.0368003623785209,-0.161790714089773,0.984244037226157,580,1,";11;14;16;1",0,0,FALSE
"2980","BreakFluid","{AGE=InWarranty,USER_CUSTOMISED=Y,GEO_TYPE=Suburban}=>{FAULT_TYPE=BreakFluid}",1.877984e-05,0.01191247,64.22808,5839,0.0002173018,0.01824154,460,"*","InWarranty","*","*","Y","*","Suburban",FALSE,38615,0.01191247,4,157730,165699,161714.5,0.182130167,2.20293905209367e-07,65.4063530288203,2.17268397255862e-07,170.819412296212,0.985984874470877,550,3,-1.71239826475322e-07,-1.69292044360659e-07,-56.8778949607477,0.0182413890654079,-0.181416819953302,0.982523154308049,582,1,";11;14;16;1",0,0,FALSE
"2983","BreakFluid","{AGE=InWarranty,MODEL=Ultima,COUNTRY=France}=>{FAULT_TYPE=BreakFluid}",4.939915e-06,0.007106778,38.31739,5979,0.0007135496,0.1004041,121,"Ultima","InWarranty","*","*","*","France","*",FALSE,17026,0.007106778,4,152721,164719,158720,0.182130167,3.42071716999542e-08,39.0203233053643,3.33537084726758e-08,66.9580219899185,0.974579611438177,665,3,-2.37369168056336e-07,-2.32302853596741e-07,-121.429272111555,0.100404149390905,-0.0883883877376319,0.97419380484377,707,1,";10;11;15;1",0,0,FALSE
"2997","BreakFluid","{AGE=InWarranty,MODEL=Ultima,CUSTOMER_TYPE=Private,COUNTRY=Holland}=>{FAULT_TYPE=BreakFluid}",5.307347e-06,0.006434051,34.69027,17410,3.187997e-05,0.004954883,130,"Ultima","InWarranty","*","Private","*","Holland","*",FALSE,20205,0.006434051,3,151444,164685,158064.5,0.182130167,3.31811132772601e-08,35.3266628257141,3.22684659357177e-08,65.8554174643997,0.971975232040387,834,4,-2.3839522647903e-07,-2.33388096133699e-07,-122.531876637074,0.00495488767496555,-0.195019158752244,0.964192248398404,881,1,";10;11;13;15;1",0,0,FALSE
"2998","BreakFluid","{AGE=InWarranty,MODEL=Ultima,CUSTOMER_TYPE=Private,COUNTRY=Belgium}=>{FAULT_TYPE=BreakFluid}",5.878907e-06,0.007039499,37.95464,17416,2.084337e-05,0.002960917,144,"Ultima","InWarranty","*","Private","*","Belgium","*",FALSE,20456,0.007039499,3,152593,164963,158778,0.182130167,4.03138336339055e-08,38.650922666754,3.93036344555991e-08,72.6802607100399,0.974466565572976,836,4,-2.31262506122385e-07,-2.26352927613818e-07,-115.707033391433,0.00296086411831303,-0.197021259906704,0.965929876543771,884,1,";10;11;13;15;1",0,0,FALSE
"3010","BreakFluid","{MODEL=Hopper,CUSTOMER_TYPE=Other,GEO_TYPE=Village}=>{FAULT_TYPE=BreakFluid}",8.655058e-06,0.002122717,11.44499,5919,0.0001367578,0.06442582,212,"Hopper","*","*","Other","*","*","Village",FALSE,99872,0.002122717,4,128466.5,163193.5,145830,0.182130167,1.67958915936513e-08,11.6549445650044,1.54176588490827e-08,45.4468266323265,0.916361802438525,958,3,-7.47419278972999e-08,-6.99055471646658e-08,-60.3065708131069,0.0644259220612075,-0.13113720963066,0.930455307985002,1019,1,";10;13;16;1",0,0,FALSE
"3020","BreakFluid","{AGE=InWarranty,MODEL=Ultima,COUNTRY=Belgium}=>{FAULT_TYPE=BreakFluid}",6.327991e-06,0.007018656,37.84226,5986,0.0006254277,0.08910933,155,"Ultima","InWarranty","*","*","*","Belgium","*",FALSE,22084,0.007018656,4,152553,165097,158825,0.182130167,4.32614739424915e-08,38.5364825366904,4.21768873362943e-08,75.2875107501914,0.974453077007356,1138,3,-2.28314865813799e-07,-2.23479674733123e-07,-113.099783351282,0.0891093679473677,-0.102172051515477,0.964572462306174,1219,1,";10;11;15;1",0,0,FALSE
"3021","BreakFluid","{AGE=InWarranty,MODEL=Ultima,GEO_TYPE=Village}=>{FAULT_TYPE=BreakFluid}",8.042672e-06,0.006909856,37.25565,5991,0.0005166279,0.07476681,197,"Ultima","InWarranty","*","*","*","*","Village",FALSE,28510,0.006909856,4,152347,165237,158792,0.182130167,5.41088921807458e-08,37.9391075834241,5.27440784937496e-08,84.181275783768,0.974292448994228,1140,3,-2.17467447575544e-07,-2.12912483575668e-07,-104.206018317705,0.0747668258209722,-0.119190079011783,0.968551399623957,1221,1,";10;11;16;1",0,0,FALSE
"3028","BreakPad","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N}=>{FAULT_TYPE=BreakPad}",3.241564e-05,0.007522359,28.03641,36538,0.0007428819,0.09875651,794,"Opal","InWarranty","VWDealer","Private","N","*","*",FALSE,105552,0.007522359,2,148371.5,165662.5,157017,0.266306969,2.35209570458165e-07,28.2469476042889,2.27864620770116e-07,144.477491085709,0.968505614377367,1237,5,-2.69445720581782e-08,-2.31387482405402e-08,-6.6487586096541,0.0987565203947326,-0.0904202074418607,0.970421831768465,1319,1,";10;11;12;13;14;1",0,0,FALSE
"3035","BreakPad","{AGE=InWarranty,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,GEO_TYPE=NormalRural}=>{FAULT_TYPE=BreakPad}",6.164688e-06,0.005595909,20.85638,18153,0.0003286182,0.05872473,151,"*","InWarranty","VWDealer","Private","*","*","NormalRural",FALSE,26984,0.005595909,3,143207,163994,153600.5,0.266306969,3.28553336852813e-08,21.0130024798562,3.13262727296652e-08,53.6555331530781,0.953103020948491,1252,4,-2.29298808831062e-07,-2.19677096280991e-07,-97.4707165422849,0.058724864896838,-0.137604419872631,0.936060504200479,1334,1,";11;12;13;16;1",0,0,FALSE
"3036","BreakPad","{AGE=InWarranty,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,COUNTRY=Portugal}=>{FAULT_TYPE=BreakPad}",6.409642e-06,0.005329803,19.86458,18242,0.000310502,0.0582577,157,"*","InWarranty","VWDealer","Private","*","Portugal","*",FALSE,29457,0.005329803,3,142134,163954,153044,0.266306969,3.24551968271309e-08,20.0137571315304,3.08706799414263e-08,53.2612434006223,0.950802590229569,1256,4,-2.29698945689212e-07,-2.20132689069229e-07,-97.8650062947408,0.0582576879483163,-0.138137609139452,0.959827708453765,1338,1,";11;12;13;15;1",0,0,FALSE
"3041","BreakPad","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=VWDealer,USER_CUSTOMISED=N,COUNTRY=Austria}=>{FAULT_TYPE=BreakPad}",4.327529e-06,0.006954468,25.91983,36511,0.0001749912,0.02516241,106,"Opal","InWarranty","VWDealer","*","N","Austria","*",FALSE,15242,0.006954468,2,147084.5,163749.5,155417,0.266306969,2.89432108183224e-08,26.1144799406282,2.78522230350799e-08,50.605097904498,0.962018139061124,1269,5,-2.21434059731636e-07,-2.10875533713747e-07,-96.6261016320073,0.0251623848150571,-0.17418653366687,0.968006524726262,1351,1,";10;11;12;14;15;1",0,0,FALSE
"3042","BreakPad","{AGE=InWarranty,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,COUNTRY=Austria}=>{FAULT_TYPE=BreakPad}",6.123862e-06,0.005349692,19.93871,18230,0.0003303908,0.06175885,150,"*","InWarranty","VWDealer","Private","*","Austria","*",FALSE,28039,0.005349692,3,142239,163855,153047,0.266306969,3.11299484227097e-08,20.0884416209175,2.96142060251436e-08,52.1675974197827,0.950934852766989,1270,4,-2.31024194093633e-07,-2.21389162985512e-07,-98.9586522755803,0.0617588825674449,-0.134175102252833,0.950968149194384,1352,1,";11;12;13;15;1",0,0,FALSE
"3060","BreakPad","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=VWDealer,USER_CUSTOMISED=N,GEO_TYPE=SuperRural}=>{FAULT_TYPE=BreakPad}",4.776612e-06,0.01062767,39.61013,36364,0.001061342,0.09986591,117,"Opal","InWarranty","VWDealer","*","N","*","SuperRural",FALSE,11009,0.01062767,2,153007.5,164706.5,158857,0.266306969,4.9492210990231e-08,39.9075925046483,4.8273748581858e-08,66.6280949388681,0.97519223663317,1439,5,-2.00885059559727e-07,-1.90454008166968e-07,-80.6031045976372,0.130444396561052,-0.049970808399683,0.979064310427403,1521,1,";10;11;12;14;16;1",0,0,FALSE
"3065","BreakPad","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=VWDealer,USER_CUSTOMISED=N,GEO_TYPE=VeryRural}=>{FAULT_TYPE=BreakPad}",7.756892e-06,0.00744135,27.73448,36385,0.0006618737,0.08894537,190,"Opal","InWarranty","VWDealer","*","N","*","VeryRural",FALSE,25533,0.00744135,2,148202.5,164867.5,156535,0.266306969,5.56560338868197e-08,27.9427535371784,5.37202401664537e-08,70.2654775655313,0.964949670362911,1455,5,-1.94721236663138e-07,-1.85007516582373e-07,-76.965721970974,0.088945285465675,-0.102369377830477,0.970099834035491,1537,1,";10;11;12;14;16;1",0,0,FALSE
"3066","BreakPad","{AGE=InWarranty,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,GEO_TYPE=VeryRural}=>{FAULT_TYPE=BreakPad}",9.349096e-06,0.006720272,25.04697,18128,0.0004079712,0.06070755,229,"*","InWarranty","VWDealer","Private","*","*","VeryRural",FALSE,34076,0.006720272,3,146438,164972,155705,0.266306969,6.0338738655462e-08,25.2350587190229,5.80283953369868e-08,73.0159066785792,0.961412507638837,1457,4,-2.01815403860881e-07,-1.92974973673669e-07,-78.1103430167839,0.0607075130292345,-0.135363292986759,0.932350208443944,1539,1,";11;12;13;16;1",0,0,FALSE
"3068","BreakPad","{AGE=InWarranty,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,COUNTRY=Germany}=>{FAULT_TYPE=BreakPad}",4.817438e-06,0.005577614,20.78819,18142,0.0005583132,0.1000989,118,"*","InWarranty","VWDealer","Private","*","Germany","*",FALSE,21156,0.005577614,3,143120,163398,153259,0.266306969,2.55868923208066e-08,20.9443035642075,2.43862922158148e-08,47.3461594427,0.952718647117276,1464,4,-2.36567250195536e-07,-2.26617076794841e-07,-103.780090252663,0.100098895334098,-0.0887659567647692,0.956202670174021,1546,1,";11;12;13;15;1",0,0,FALSE
"3115","BreakPad","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Y}=>{FAULT_TYPE=BreakPad}",9.716528e-06,0.005864236,21.85645,36282,0.0007245611,0.1235559,238,"Ultima","InWarranty","VWDealer","Private","Y","*","*",FALSE,40585,0.005864236,2,144041.5,164827.5,154434.5,0.266306969,5.43924341717244e-08,22.020587827726,5.20085380304523e-08,69.1157035419522,0.955830655565269,1603,5,-2.07761708344619e-07,-1.98994830980203e-07,-82.0105461534108,0.123556077893182,-0.0590207818674915,0.922474982248327,1685,1,";10;11;12;13;14;1",0,0,FALSE
"3117","BreakPad","{AGE=InWarranty,DEALERSHIP=VWDealer,GEO_TYPE=NormalRural}=>{FAULT_TYPE=BreakPad}",6.572945e-06,0.00526729,19.63159,6543,0.0007509292,0.1425646,161,"*","InWarranty","VWDealer","*","*","*","NormalRural",FALSE,30566,0.00526729,4,141904,163983,152943.5,0.266306969,3.28711864086963e-08,19.7790167481498,3.12482564650539e-08,53.5847556958592,0.950247499631032,1641,3,-2.17506084141262e-07,-2.07479500283773e-07,-93.6464438406461,0.142564582546243,-0.033730674506232,0.93207140673857,1723,1,";11;12;16;1",0,0,FALSE
"3118","BreakPad","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=VWDealer,USER_CUSTOMISED=N}=>{FAULT_TYPE=BreakPad}",3.564088e-05,0.006779477,25.26763,18259,0.001647931,0.2430765,873,"Opal","InWarranty","VWDealer","*","N","*","*",FALSE,128771,0.006779477,3,146608.5,165660.5,156134.5,0.266306969,2.32135111494467e-07,25.457377347117,2.24195152213851e-07,143.241222790487,0.965499468852122,1655,4,-1.82421590554908e-08,-1.45326045349752e-08,-3.9899767460183,0.243076567705739,0.121139087688635,0.967180713202508,1737,1,";10;11;12;14;1",0,0,FALSE
"3148","EngineControl","{AGE=InWarranty,MODEL=Hopper,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,USER_CUSTOMISED=Y}=>{FAULT_TYPE=EngineControl}",9.757353e-06,0.01037236,198.3328,33088,2.048135e-05,0.001974608,239,"Hopper","InWarranty","VWFranchise","Other","Y","*","*",FALSE,23042,0.01037236,2,162973,165724,164348.5,0.051751962,1.00701815801403e-07,200.424478592715,1.00293690271696e-07,217.777595836445,0.995894813967088,1791,5,-5.68727969157516e-09,-5.6692814275547e-09,-6.06413359683617,0.00197447832508704,-0.198013415903325,0.992104480561801,1875,1,";10;11;12;13;14;1",0,0,FALSE
"3152","EngineControl","{AGE=InWarranty,DEALERSHIP=VWFranchise,USER_CUSTOMISED=Y,GEO_TYPE=Suburban}=>{FAULT_TYPE=EngineControl}",6.450468e-06,0.01052982,201.3436,15664,0.0001779412,0.01689879,158,"*","InWarranty","VWFranchise","*","Y","*","Suburban",FALSE,15005,0.01052982,3,163000,165716,164358,0.051751962,6.75884425809418e-08,203.467068552879,6.7297462353498e-08,178.421440969767,0.995643287402553,1837,4,-3.88006529120368e-08,-3.86655093457526e-08,-45.4202884635141,0.0168986744312818,-0.182802527780288,0.993895225179538,1923,1,";11;12;14;16;1",0,0,FALSE
"3190","Exhaust","{AGE=InWarranty,MODEL=Opal,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N}=>{FAULT_TYPE=Exhaust}",5.919733e-06,0.003829495,25.03362,16630,0.001536837,0.4013158,145,"Opal","InWarranty","*","Corporate","N","*","*",FALSE,37864,0.003829495,3,146563.5,164293.5,155428.5,0.150783493,2.17769899054676e-08,25.3973092399445,2.095192593596e-08,58.2994988210156,0.961540089797599,2359,4,-3.67129089746018e-08,-3.35336504170893e-08,-34.7144086440032,0.401315839294737,0.470331331992508,0.953937268491015,2462,1,";10;11;13;14;1",0,0,FALSE
"3192","Exhaust","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=Exhaust}",4.776612e-06,0.002008687,13.1309,34520,4.377617e-05,0.02179342,117,"Eleganz","InWarranty","*","Other","N","*","NormalUrban",FALSE,58247,0.002008687,2,132046.5,161595.5,146821,0.150783493,8.87448418637828e-09,13.3216637977739,8.22788053497632e-09,36.518739627679,0.926045858028201,2365,5,-4.96154146936912e-08,-4.62576958180729e-08,-56.4951678373399,0.0217933406249952,-0.177719224367372,0.912182933428653,2468,1,";10;11;13;14;16;1",0,0,FALSE
